@relation device-data-weka.filters.unsupervised.instance.Resample-S1-Z10.0

@attribute hour numeric
@attribute weekday numeric
@attribute running_days numeric
@attribute cpu numeric
@attribute memory numeric
@attribute storage numeric
@attribute cpu_temperature numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute air_conditioner numeric
@attribute heater numeric
@attribute failure {0, 1}

@data
23,2,0,13,96,95,58.3,15.2,45.6,0,0,0
6,5,0,77,84,93,55.8,15.7,44.6,0,0,0
22,0,0,61,96,69,51.6,15.2,45.6,0,1,0
6,2,0,42,98,90,55,16,44,0,1,0
16,5,1,40,75,81,56.9,23.4,29.2,0,0,0
17,4,0,45,100,80,57.3,22.7,30.6,0,0,0
18,5,1,33,90,87,53.3,22.7,30.6,0,0,0
8,1,0,59,86,95,51.6,18.4,39.2,0,0,0
2,2,0,61,98,71,58,15.4,45.2,0,0,0
22,1,0,89,100,70,56,16.7,42.6,0,0,0
5,1,0,70,96,90,54.5,15.2,45.6,0,1,0
6,0,2,54,89,91,54.8,15.5,45,0,1,0
14,0,0,74,99,84,51.7,24.1,27.8,1,0,0
3,1,0,42,95,95,51.2,16,44,0,0,0
21,2,0,7,60,88,59.2,17.4,41.2,0,0,0
0,5,0,68,95,56,58.2,15.2,45.6,0,1,0
0,3,0,18,73,92,57.9,15.4,45.2,0,1,0
8,3,0,72,73,77,57.9,19.4,37.2,0,0,0
18,0,0,77,86,92,53.2,20.8,34.4,0,0,0
5,3,0,75,77,71,58.7,15,46,0,1,0
22,2,0,54,82,85,58.1,15.8,44.4,0,0,0
8,2,0,42,74,89,60.2,19.3,37.4,0,0,0
9,1,0,41,97,95,56.1,21,34,0,0,0
22,4,0,81,87,79,56.4,18.1,39.8,0,0,0
9,4,0,84,89,79,58.2,19.1,37.8,0,0,0
20,0,0,58,95,68,51.2,18.3,39.4,0,0,0
9,1,0,29,89,95,56.1,21.2,33.6,0,0,0
16,4,0,50,89,80,57.4,23.8,28.4,1,0,0
16,0,0,88,87,94,52.5,23.3,29.4,1,0,0
7,2,0,52,31,89,60.8,17.9,40.2,0,0,0
15,4,0,5,83,71,59.2,24.4,27.2,1,0,0
3,5,0,100,72,95,55.7,16.1,43.8,0,1,0
19,6,2,19,99,93,55.1,20.7,34.6,0,0,0
21,4,0,15,99,56,58.2,17.7,40.6,0,0,0
11,2,0,87,85,85,55.5,24.7,26.6,0,0,0
17,4,0,65,87,75,59.4,22.5,31,0,0,0
7,6,1,8,89,86,56,16.1,43.8,0,0,0
21,3,0,75,72,95,61.7,18.9,38.2,0,0,0
6,2,0,41,85,90,60.1,16.5,43,0,1,0
18,0,0,73,83,57,50.5,19.9,36.2,0,0,0
7,2,0,24,55,85,60.2,16.5,43,0,1,0
3,5,0,37,88,60,60,16.4,43.2,0,1,0
0,3,0,9,73,92,57.9,15.4,45.2,0,1,0
22,5,1,71,79,93,54.7,19.2,37.6,0,0,0
5,4,0,94,100,79,58.5,16.8,42.4,0,1,0
15,5,0,93,94,87,54,23.3,29.4,0,0,0
17,5,1,20,72,91,53.3,23.8,28.4,1,0,0
14,3,0,5,90,85,61.9,24.1,27.8,1,0,0
14,2,0,100,100,88,57.1,24,28,1,0,0
5,0,2,61,96,87,54.3,14.9,46.2,0,1,0
13,0,0,57,92,72,51.9,24.5,27,1,0,0
19,1,0,81,80,74,54.4,20.4,35.2,0,0,0
0,3,0,100,80,94,58.5,14.9,46.2,0,1,0
20,1,0,8,98,69,54.6,19.5,37,0,0,0
3,1,0,100,99,92,54.6,16.2,43.6,0,0,0
17,5,1,4,68,82,55.9,23.7,28.6,0,0,0
7,5,0,22,65,89,56.4,15.1,45.8,0,1,0
3,3,0,58,79,94,58.3,16.7,42.6,0,0,0
15,0,0,62,86,89,52.4,23.5,29,1,0,0
12,4,0,23,80,90,57.8,23.1,29.8,0,0,0
19,3,0,18,90,82,59.7,21.9,32.2,0,0,0
9,2,0,83,100,82,55.3,20.6,34.8,0,0,0
17,0,0,41,96,90,52.8,22.1,31.8,0,0,0
7,1,0,75,91,94,54.2,17,42,0,0,0
13,0,0,81,94,79,51.7,24.3,27.4,1,0,0
11,4,0,49,78,80,58.3,21.4,33.2,0,0,0
8,6,1,65,97,87,55.5,19,38,0,0,0
7,3,0,55,44,62,59.6,16.9,42.2,0,1,0
3,2,0,76,100,73,58.2,15,46,0,0,0
14,1,0,57,85,95,50.6,23.6,28.8,1,0,0
0,3,0,9,99,91,58.4,15,46,0,1,0
23,1,0,41,86,95,53.3,16.5,43,0,0,0
4,2,0,57,92,90,55,15,46,0,1,0
8,3,0,68,100,71,57.6,18,40,0,0,0
8,3,0,64,77,72,60,18.1,39.8,0,0,0
9,1,0,33,89,93,55,19.4,37.2,0,0,0
20,5,1,87,100,90,55.3,20,36,0,0,0
20,0,0,14,88,68,51.3,18.3,39.4,0,0,0
2,4,0,7,30,76,57.8,15.4,45.2,0,1,0
4,2,0,95,91,73,59.4,15.2,45.6,0,1,0
22,4,0,79,89,81,56.4,17.8,40.4,0,0,0
18,4,0,46,90,76,58.1,21.7,32.6,0,0,0
12,0,0,25,96,87,52,24.7,26.6,1,0,0
12,3,0,28,65,84,57.8,24.9,26.2,1,0,0
5,2,0,44,94,80,59.4,15.8,44.4,0,1,0
15,6,2,96,69,81,55.3,24.2,27.6,0,0,0
10,4,0,31,97,87,58.5,20.1,35.8,0,0,0
10,1,0,7,97,92,56.4,22.3,31.4,0,0,0
5,5,0,77,97,61,59.6,15.7,44.6,0,0,0
22,4,0,73,100,57,57.6,16,44,0,0,0
6,1,0,57,100,95,51.1,16.2,43.6,0,1,0
15,1,0,27,87,75,55.4,24.9,26.2,1,0,0
17,4,0,29,99,82,57.6,23,30,1,0,0
20,5,1,12,98,93,55.8,20.9,34.2,0,0,0
21,0,0,8,81,72,51.8,15.4,45.2,0,0,0
21,1,0,54,100,95,53.1,18.4,39.2,0,0,0
20,1,0,80,83,69,54.3,19.9,36.2,0,0,0
21,4,0,29,93,57,58.2,17.9,40.2,0,0,0
0,0,2,54,81,92,55.3,15.1,45.8,0,1,0
2,4,0,58,77,92,59.5,16.4,43.2,0,1,0
8,6,1,38,74,81,55.6,18.6,38.8,0,0,0
8,3,0,56,91,76,57.7,19,38,0,0,0
9,0,0,87,100,86,53.8,20.3,35.4,0,0,0
5,2,0,29,91,92,55.1,15.6,44.8,0,1,0
14,1,0,57,96,83,56,24.1,27.8,0,0,0
4,3,0,67,72,94,57.9,16.3,43.4,0,0,0
14,3,0,35,99,72,57,23.9,28.2,1,0,0
13,3,0,80,77,79,57.3,24.6,26.8,1,0,0
0,3,0,29,89,95,58.4,14.9,46.2,0,1,0
4,2,0,15,97,74,59,15.5,45,0,1,0
14,3,0,64,100,73,57.8,22.9,30.2,0,0,0
3,0,2,26,89,95,54.2,16.9,42.2,0,1,0
11,5,0,40,99,95,56.5,24.6,26.8,0,0,0
0,5,0,14,93,88,56.1,14.9,46.2,0,1,0
20,6,2,27,99,95,54.8,19.8,36.4,0,0,0
8,2,0,61,92,89,59.7,19.7,36.6,0,0,0
21,4,0,29,99,82,56.9,18.9,38.2,0,0,0
12,3,0,83,66,81,57.2,25,26,1,0,0
13,4,0,62,100,83,57.7,24.4,27.2,1,0,0
23,3,0,33,100,94,61.7,17.4,41.2,0,0,0
23,0,0,65,94,75,51.2,15.4,45.2,0,1,0
2,5,0,3,100,92,56.1,15.5,45,0,1,0
21,6,2,93,97,95,55.6,17.2,41.6,0,0,0
8,2,0,62,100,84,55.4,18.8,38.4,0,0,0
13,3,0,86,96,79,57,24.5,27,1,0,0
16,4,0,6,81,70,59.4,23.5,29,1,0,0
9,4,0,59,76,79,57.8,19.7,36.6,0,0,0
6,4,0,85,93,76,58.7,15.1,45.8,0,0,0
10,4,0,47,93,87,58.4,19.7,36.6,0,0,0
17,0,0,89,88,62,49.9,20.6,34.8,0,0,0
17,4,0,60,53,80,59.1,22,32,0,0,0
23,3,0,52,74,89,57.7,17.3,41.4,0,0,0
16,6,2,44,57,84,54.8,24.7,26.6,1,0,0
22,6,2,13,100,95,55.5,16.5,43,0,0,0
3,0,2,93,96,95,54.5,16.9,42.2,0,1,0
4,0,2,78,77,89,54.4,15.7,44.6,0,0,0
23,0,0,31,62,86,54.3,15.1,45.8,0,1,0
4,6,1,18,82,95,55.7,16.2,43.6,0,1,0
18,3,0,67,85,82,59.8,22.1,31.8,0,0,0
13,4,0,47,100,72,57.9,24.3,27.4,0,0,0
9,0,0,10,98,87,53.7,20.7,34.6,0,0,0
21,2,0,54,56,88,58.5,16.8,42.4,0,0,0
1,3,0,25,66,91,58.7,15.6,44.8,0,1,0
7,5,0,93,82,64,59.2,16.6,42.8,0,1,0
22,1,0,35,77,95,53.1,16.9,42.2,0,0,0
3,2,0,55,94,73,59.2,15.1,45.8,0,1,0
11,3,0,63,95,80,61.2,24.1,27.8,0,0,0
15,0,0,67,73,81,52.2,23.8,28.4,1,0,0
17,6,2,60,97,89,55.2,23.1,29.8,1,0,0
16,5,1,75,75,82,56.9,23.9,28.2,0,0,0
14,1,0,40,95,84,56.2,24,28,0,0,0
5,6,1,98,42,85,55.9,16.9,42.2,0,1,0
5,2,0,43,92,90,55,15.4,45.2,0,1,0
22,1,0,21,70,95,53.2,16.9,42.2,0,0,0
21,3,0,20,96,95,61.9,19.7,36.6,0,0,0
19,3,0,84,62,88,61.4,22.8,30.4,0,0,0
13,1,0,52,87,95,56,23.6,28.8,1,0,0
3,4,0,27,99,93,59.1,16.6,42.8,0,1,0
4,4,0,23,93,79,58.3,16.5,43,0,1,0
17,1,0,100,100,90,51.9,23.7,28.6,0,0,0
22,4,0,24,43,57,58,16.7,42.6,0,0,0
23,4,0,36,100,85,56.3,16.7,42.6,0,0,0
14,3,0,55,77,85,62.2,24,28,1,0,0
0,1,0,100,96,92,53.7,15.3,45.4,0,1,0
21,2,0,5,100,95,57.2,18.4,39.2,0,0,0
14,5,0,29,95,88,53.7,23.3,29.4,1,0,0
21,4,0,57,96,56,58,17.4,41.2,0,0,0
8,1,0,57,94,95,51,19.6,36.8,0,0,0
18,2,0,56,87,90,57.5,22.7,30.6,0,0,0
12,4,0,25,93,76,58.3,23.5,29,0,0,0
9,3,0,10,57,75,57.8,20.9,34.2,0,0,0
4,3,0,14,91,94,57.9,16.4,43.2,0,0,0
16,1,0,53,98,75,55.2,24.1,27.8,1,0,0
19,1,0,61,91,94,51.9,20.8,34.4,0,0,0
12,5,0,10,98,95,55.5,24.3,27.4,1,0,0
22,3,0,30,99,93,61.6,17.7,40.6,0,0,0
4,5,0,56,64,60,59.8,16.9,42.2,0,0,0
21,5,1,65,100,93,55.4,19.2,37.6,0,0,0
20,3,0,70,76,89,61.8,22.2,31.6,0,0,0
9,3,0,91,96,73,60.5,19.9,36.2,0,0,0
14,5,1,9,100,93,55.9,24.4,27.2,1,0,0
5,4,0,69,99,89,57.7,15.2,45.6,0,0,0
2,0,2,43,92,95,54.8,16.5,43,0,1,0
10,5,0,41,97,68,60.1,22.5,31,0,0,0
7,5,0,57,85,90,56.2,16.3,43.4,0,1,0
10,3,0,28,54,76,57.8,21.2,33.6,0,0,0
23,3,0,48,89,95,61.3,17.2,41.6,0,0,0
12,6,1,60,96,85,54.6,24.5,27,1,0,0
1,5,0,48,88,94,56.6,15,46,0,1,0
21,5,1,72,90,89,55.7,19.6,36.8,0,0,0
5,2,0,53,87,80,59.6,15.8,44.4,0,1,0
10,1,0,16,83,92,51.3,22.8,30.4,0,0,0
20,0,0,26,93,95,53.2,17.9,40.2,0,0,0
4,5,0,82,92,95,55.6,16.8,42.4,0,1,0
21,1,0,64,60,70,55.2,17.5,41,0,0,0
22,2,0,98,97,95,56.9,17.6,40.8,0,0,0
18,4,0,4,91,76,58.1,21.7,32.6,0,0,0
3,2,0,27,93,73,58.6,15.1,45.8,0,1,0
13,6,2,20,90,86,55.1,23.9,28.2,1,0,0
12,3,0,40,92,84,61.5,24.8,26.4,1,0,0
8,3,0,16,96,76,57.7,18.7,38.6,0,0,0
8,4,0,53,67,81,57.5,17.2,41.6,0,0,0
12,4,0,100,100,73,58.4,23.6,28.8,0,0,0
14,1,0,54,100,95,56.5,23.1,29.8,0,0,0
14,2,0,67,95,84,60.6,24.3,27.4,1,0,0
3,4,0,99,24,75,57.8,15.7,44.6,0,1,0
5,1,0,95,96,90,54.2,15.4,45.2,0,1,0
1,3,0,96,77,93,58.7,15.5,45,0,1,0
1,5,0,32,87,51,58.3,15.3,45.4,0,1,0
11,0,0,38,92,88,53.3,23.4,29.2,0,0,0
13,1,0,20,86,95,56.3,23.6,28.8,1,0,0
12,2,0,30,57,87,59.6,24.8,26.4,1,0,0
22,3,0,71,100,93,61.5,17.9,40.2,0,0,0
7,2,0,65,59,85,60.1,16.5,43,0,1,0
14,1,0,100,89,95,50.6,23.7,28.6,1,0,0
4,4,0,53,89,79,57.8,16.1,43.8,0,1,0
17,2,0,100,93,90,57.1,23.4,29.2,1,0,0
7,6,1,7,89,86,55.8,16.2,43.6,0,0,0
9,5,0,47,100,93,56.9,20.9,34.2,0,0,0
9,5,0,36,88,61,59.7,20.1,35.8,0,0,0
21,4,0,95,40,84,57,19.2,37.6,0,0,0
4,2,0,54,97,74,59.1,15.6,44.8,0,1,0
2,3,0,86,91,89,58.9,15.8,44.4,0,1,0
3,4,0,77,36,74,57.8,15.6,44.8,0,1,0
21,3,0,68,92,95,57.5,18.2,39.6,0,0,0
0,2,0,92,100,95,53.2,15.3,45.4,0,0,0
19,0,0,99,93,62,51.1,19,38,0,0,0
10,2,0,62,100,84,59.6,22.2,31.6,0,0,0
8,5,0,49,50,64,59.7,17.4,41.2,0,0,0
5,5,0,14,98,95,55.6,16.7,42.6,0,0,0
0,0,2,92,86,92,55.4,15.1,45.8,0,1,0
15,0,0,80,93,52,49.9,18.4,39.2,0,0,0
21,5,1,6,100,90,55.3,19.8,36.4,0,0,0
21,3,0,51,98,91,58,18.7,38.6,0,0,0
0,4,0,39,77,76,57.6,16,44,0,0,0
2,3,0,97,85,95,57.7,16.7,42.6,0,1,0
3,5,0,46,100,52,59.9,16.1,43.8,0,1,0
4,0,2,49,80,93,54.5,16.1,43.8,0,0,0
13,4,0,10,86,90,58.4,25,26,1,0,0
23,1,0,35,85,73,56.7,15.6,44.8,0,0,0
1,0,2,99,76,95,54.6,15.6,44.8,0,1,0
2,3,0,74,100,95,58.2,16.1,43.8,0,1,0
4,3,0,52,100,94,58,15.8,44.4,0,0,0
22,4,0,71,79,81,56.1,17.6,40.8,0,0,0
22,1,0,1,71,69,56.6,16.1,43.8,0,0,0
20,3,0,98,74,89,61.7,22.2,31.6,0,0,0
23,3,0,27,100,89,57.7,17.3,41.4,0,0,0
18,3,0,12,87,82,59.8,22.1,31.8,0,0,0
22,1,0,38,94,92,53,18,40,0,0,0
2,1,0,34,91,93,51.5,16.4,43.2,0,0,0
9,1,0,8,93,87,50.9,20.5,35,0,0,0
11,3,0,71,99,84,61.8,24.9,26.2,1,0,0
10,4,0,66,90,90,57.9,19.5,37,0,0,0
9,4,0,6,97,88,57.8,18.7,38.6,0,0,0
0,5,0,55,94,91,56.3,14.9,46.2,0,1,0
23,3,0,62,79,86,57.9,17.3,41.4,0,0,0
22,4,0,86,57,55,58,16.5,43,0,0,0
21,2,0,32,63,92,58.7,17.6,40.8,0,0,0
19,4,0,21,85,59,59.1,20,36,0,0,0
14,5,1,48,66,92,56,23.8,28.4,1,0,0
14,4,0,74,88,86,57.7,24.4,27.2,1,0,0
16,4,0,50,75,80,57.5,23.8,28.4,1,0,0
23,4,0,60,97,86,56,15.6,44.8,0,0,0
9,3,0,61,97,71,60.4,19.8,36.4,0,0,0
3,4,0,31,46,79,57.7,15.9,44.2,0,1,0
22,4,0,41,74,79,56.6,18.2,39.6,0,0,0
14,0,0,41,93,85,52.4,24,28,1,0,0
5,5,0,25,84,93,55.6,15.8,44.4,0,0,0
1,4,0,58,29,76,58,15.1,45.8,0,1,0
11,5,0,32,96,95,56.5,25,26,1,0,0
13,1,0,40,87,95,56.6,23.4,29.2,1,0,0
17,4,0,41,76,73,59.1,22.9,30.2,0,0,0
12,6,2,47,60,89,55.2,24.2,27.6,1,0,0
19,1,0,88,63,95,51.9,20.6,34.8,0,0,0
20,2,0,56,70,94,57.4,19.9,36.2,0,0,0
20,0,0,3,73,67,51.3,17.8,40.4,0,0,0
16,6,2,58,89,88,55.2,24.1,27.8,1,0,0
0,5,0,74,46,90,56.1,14.9,46.2,0,1,0
1,3,0,28,100,91,58.8,15.6,44.8,0,1,0
13,5,0,67,91,92,54.5,23.8,28.4,1,0,0
18,1,0,58,96,93,51.8,22.7,30.6,0,0,0
11,1,0,13,59,95,50.8,24.8,26.4,1,0,0
3,5,0,46,94,60,60.2,16.4,43.2,0,1,0
17,6,2,51,93,88,55.2,24,28,1,0,0
4,6,1,23,66,95,56.1,16,44,0,1,0
17,1,0,46,98,75,55.1,24.1,27.8,1,0,0
18,6,2,91,100,88,55.6,21.9,32.2,0,0,0
19,3,0,75,94,88,61.7,22.4,31.2,0,0,0
23,1,0,98,100,73,56.5,15.1,45.8,0,1,0
22,0,0,37,78,92,53.9,15.8,44.4,0,0,0
13,4,0,100,93,72,57.9,24.1,27.8,0,0,0
10,1,0,40,95,86,50.6,21.7,32.6,0,0,0
3,2,0,66,98,73,59.1,15.1,45.8,0,1,0
12,1,0,19,80,94,56.6,24.5,27,1,0,0
17,4,0,47,98,82,57.6,23,30,1,0,0
5,4,0,75,98,87,57.7,15,46,0,0,0
8,1,0,50,94,95,51,19.6,36.8,0,0,0
18,2,0,16,94,90,57.3,23.4,29.2,1,0,0
8,2,0,73,100,91,55,18.1,39.8,0,0,0
16,6,2,100,98,83,55,24.9,26.2,1,0,0
16,6,2,38,74,84,54.9,24.6,26.8,1,0,0
7,6,1,26,100,85,55,17.7,40.6,0,0,0
19,1,0,72,93,74,54.4,20.9,34.2,0,0,0
11,5,0,37,90,75,58.5,24.6,26.8,0,0,0
18,4,0,36,73,75,59,21.8,32.4,0,0,0
20,4,0,25,77,78,57.5,20.2,35.6,0,0,0
14,4,0,100,91,72,57.7,24.9,26.2,1,0,0
14,1,0,66,100,95,50.3,23.5,29,1,0,0
14,2,0,85,89,85,57.3,23.9,28.2,1,0,0
20,2,0,92,78,94,57.6,19.4,37.2,0,0,0
23,1,0,33,100,94,53.3,15.8,44.4,0,0,0
1,4,0,50,95,94,60,15.4,45.2,0,1,0
2,3,0,81,100,95,58.1,16.1,43.8,0,1,0
19,2,0,36,78,93,59.7,20.7,34.6,0,0,0
2,1,0,91,89,91,54.5,16.5,43,0,1,0
8,6,1,57,68,81,55.5,18.6,38.8,0,0,0
21,4,0,21,39,82,56.9,19.1,37.8,0,0,0
6,2,0,34,88,90,60.1,16.5,43,0,1,0
12,4,0,86,96,73,58.6,23.6,28.8,0,0,0
21,2,0,94,65,92,59.1,17.5,41,0,0,0
9,1,0,33,91,87,51,20.6,34.8,0,0,0
16,2,0,92,91,95,59.9,23,30,1,0,0
7,5,0,75,80,89,56.2,15.6,44.8,0,1,0
2,2,0,6,93,71,57.2,15.9,44.2,0,0,0
19,3,0,33,66,89,61.2,22.9,30.2,0,0,0
16,3,0,55,88,84,61.4,23.4,29.2,0,0,0
17,2,0,99,86,87,56.9,23.8,28.4,1,0,0
16,1,0,47,100,77,55.4,24.6,26.8,1,0,0
20,5,1,95,93,90,55.5,20.1,35.8,0,0,0
4,4,0,76,100,79,58.3,16.5,43,0,1,0
2,0,2,39,90,95,54.4,16.5,43,0,1,0
7,3,0,59,77,80,57.4,17.1,41.8,0,0,0
15,4,0,22,84,80,57.8,23.9,28.2,1,0,0
13,3,0,14,96,76,57.1,24.1,27.8,1,0,0
4,6,1,61,82,95,55.7,16.2,43.6,0,1,0
20,4,0,60,93,61,58.7,18.2,39.6,0,0,0
14,5,0,34,100,88,53.6,23.3,29.4,1,0,0
21,1,0,1,99,94,53.4,18.6,38.8,0,0,0
6,6,1,74,90,83,56.1,16.3,43.4,0,0,0
21,1,0,51,96,70,56.1,17.1,41.8,0,0,0
18,0,0,95,96,59,50.7,19.8,36.4,0,0,0
8,5,0,61,100,87,56.5,18.9,38.2,0,0,0
14,5,0,74,92,88,53.8,23.3,29.4,1,0,0
9,0,0,14,100,87,53.7,20.7,34.6,0,0,0
23,5,1,94,74,93,55.2,18.5,39,0,0,0
16,0,0,56,84,54,50.3,20.1,35.8,0,0,0
11,3,0,1,88,80,61.3,23.8,28.4,0,0,0
4,3,0,20,88,94,58,15.7,44.6,0,0,0
12,0,0,66,100,76,51.9,24.6,26.8,1,0,0
9,2,0,77,99,85,59.9,20.6,34.8,0,0,0
21,5,1,14,86,94,55.5,19.2,37.6,0,0,0
17,0,0,64,95,62,50.1,20.6,34.8,0,0,0
8,1,0,73,97,91,54.4,18.6,38.8,0,0,0
8,3,0,82,82,76,57.7,19.3,37.4,0,0,0
1,6,1,42,99,89,56.1,15.5,45,0,0,0
10,1,0,92,87,86,50.7,21.5,33,0,0,0
0,1,0,56,84,95,54.6,15.6,44.8,0,1,0
18,3,0,96,48,79,60,22.5,31,0,0,0
23,2,0,50,93,85,58.2,14.9,46.2,0,1,0
15,5,1,81,77,90,56.6,23.5,29,1,0,0
18,2,0,56,95,90,57.4,21.9,32.2,0,0,0
9,1,0,91,82,87,50.9,20.4,35.2,0,0,0
1,4,0,37,22,76,58.3,15.1,45.8,0,1,0
10,4,0,97,89,87,58.2,20,36,0,0,0
18,4,0,100,67,78,58.9,21.8,32.4,0,0,0
9,5,0,57,64,63,59.8,20.2,35.6,0,0,0
9,1,0,43,86,95,50.5,19.9,36.2,0,0,0
17,5,1,71,91,83,56.1,23.4,29.2,0,0,0
21,5,1,30,75,95,55.8,19.4,37.2,0,0,0
16,0,0,74,57,54,50.4,20.3,35.4,0,0,0
19,5,1,36,71,89,55.5,22.1,31.8,0,0,0
17,5,1,78,68,80,55.9,23.7,28.6,0,0,0
21,0,0,82,100,95,53.2,17,42,0,0,0
19,3,0,51,94,86,59.5,21.4,33.2,0,0,0
12,6,2,83,87,85,54.6,24.5,27,1,0,0
5,1,0,100,100,95,51.6,16,44,0,1,0
0,4,0,47,95,93,59.9,15,46,0,1,0
19,6,2,32,100,93,54.9,20.4,35.2,0,0,0
3,3,0,11,91,87,59.5,16.7,42.6,0,0,0
20,0,0,39,74,68,51.4,18.1,39.8,0,0,0
0,5,0,29,75,88,56.6,14.9,46.2,0,1,0
16,6,2,37,95,83,54.5,24.9,26.2,1,0,0
20,4,0,60,78,62,59.2,19.3,37.4,0,0,0
4,3,0,12,99,79,58.5,15.5,45,0,0,0
20,3,0,32,87,89,59.3,20.5,35,0,0,0
15,4,0,26,78,80,57.9,23.9,28.2,1,0,0
5,5,0,92,93,92,55.8,16.4,43.2,0,0,0
13,3,0,54,99,87,61.6,24.3,27.4,1,0,0
11,1,0,64,91,88,56.6,24.6,26.8,0,0,0
11,1,0,50,81,94,56.4,24.5,27,1,0,0
16,4,0,57,85,78,57.2,23.5,29,1,0,0
17,3,0,47,60,80,59.9,23.9,28.2,1,0,0
20,0,0,19,99,95,53.3,18.7,38.6,0,0,0
23,0,0,42,97,91,55.1,14.9,46.2,0,1,0
16,2,0,16,100,83,57.6,24.8,26.4,1,0,0
18,0,0,84,91,57,50.7,19.9,36.2,0,0,0
12,5,0,51,99,91,55.8,24.4,27.2,1,0,0
21,2,0,72,96,95,56.5,18.3,39.4,0,0,0
7,4,0,15,99,77,58.4,16.5,43,0,1,0
22,2,0,50,94,95,56.8,17.8,40.4,0,0,0
23,1,0,24,94,92,53.1,16.6,42.8,0,0,0
11,0,0,37,97,91,52.9,25,26,1,0,0
20,5,1,6,97,90,55.1,20.2,35.6,0,0,0
10,6,1,85,99,85,55.4,23.8,28.4,0,0,0
15,5,0,30,89,88,53.9,23,30,0,0,0
15,5,0,64,98,89,54.3,23.6,28.8,0,0,0
10,4,0,41,95,80,58,21.1,33.8,0,0,0
11,5,0,21,94,95,56.4,23.9,28.2,0,0,0
19,2,0,55,80,93,59.7,20.7,34.6,0,0,0
7,3,0,2,85,80,57.5,17.2,41.6,0,0,0
23,3,0,76,75,86,57.7,16.8,42.4,0,0,0
4,3,0,94,84,79,58.5,15.9,44.2,0,0,0
23,2,0,24,85,93,58.5,16.2,43.6,0,0,0
18,5,1,67,56,89,53.2,23.1,29.8,1,0,0
11,3,0,100,99,81,57.4,24.7,26.6,0,0,0
3,2,0,13,83,73,58.7,15.1,45.8,0,1,0
20,1,0,25,89,69,54.4,19.9,36.2,0,0,0
13,3,0,94,74,75,57.6,24.3,27.4,1,0,0
5,6,1,25,51,95,55.7,16.4,43.2,0,1,0
17,2,0,47,76,87,57.6,24.7,26.6,1,0,0
0,6,1,70,100,88,55.7,16.9,42.2,0,0,0
20,1,0,19,83,95,52.8,19.3,37.4,0,0,0
21,2,0,69,64,92,59,17.6,40.8,0,0,0
6,5,0,54,94,90,56.3,15,46,0,1,0
4,5,0,67,86,61,60.3,16.5,43,0,0,0
6,3,0,67,91,63,59.9,15.8,44.4,0,1,0
19,3,0,100,86,90,61.7,22.5,31,0,0,0
15,2,0,3,91,85,57.6,23.5,29,1,0,0
1,4,0,80,99,94,60.1,15.4,45.2,0,1,0
10,4,0,51,96,85,58.1,21.1,33.8,0,0,0
12,6,2,71,89,85,54.7,24.5,27,1,0,0
5,2,0,33,91,90,54.8,15.3,45.4,0,1,0
16,2,0,13,84,85,57.6,24.4,27.2,0,0,0
1,5,0,74,72,56,58.5,15.2,45.6,0,1,0
15,4,0,53,77,76,57.8,24,28,1,0,0
4,3,0,47,90,82,58.5,16,44,0,0,0
18,1,0,46,100,93,51.5,22.5,31,0,0,0
15,4,0,53,90,67,58.8,24.7,26.6,1,0,0
7,1,0,83,87,88,51.2,16.7,42.6,0,1,0
17,1,0,71,100,90,51.4,24.2,27.6,0,0,0
7,4,0,62,86,75,58.3,15.3,45.4,0,1,0
7,4,0,79,69,84,57.7,16.4,43.2,0,1,0
13,1,0,18,79,95,56.7,23.5,29,1,0,0
6,6,1,26,50,85,56.4,17,42,0,0,0
11,5,0,3,95,75,58.3,24.7,26.6,0,0,0
13,5,1,77,73,89,56.9,24.7,26.6,1,0,0
16,1,0,84,84,77,55.4,24.4,27.2,1,0,0
14,6,2,2,100,90,55.4,23.7,28.6,1,0,0
2,1,0,44,100,92,51.5,16.8,42.4,0,0,0
3,5,0,82,85,95,55.7,16.1,43.8,0,1,0
4,0,2,15,93,95,54.7,16.4,43.2,0,0,0
12,3,0,73,92,87,61.3,24.6,26.8,1,0,0
12,0,0,88,76,77,51.9,24.6,26.8,1,0,0
23,3,0,20,100,89,57.7,17.3,41.4,0,0,0
22,3,0,54,99,93,61.6,17.6,40.8,0,0,0
13,2,0,19,70,87,57.3,24.2,27.6,1,0,0
0,5,0,44,91,90,56.3,14.9,46.2,0,1,0
10,0,0,21,100,89,52.8,21.8,32.4,0,0,0
16,6,2,89,77,84,54.8,24.8,26.4,1,0,0
22,1,0,89,91,69,56.6,16.3,43.4,0,0,0
19,3,0,25,72,89,61.3,22.8,30.4,0,0,0
2,5,0,89,92,92,55.8,15.5,45,0,1,0
17,5,1,66,95,83,56.2,23.3,29.4,0,0,0
19,2,0,54,98,92,57.2,21,34,0,0,0
14,3,0,88,79,72,57,23.6,28.8,1,0,0
18,1,0,8,80,70,54.6,21.4,33.2,0,0,0
6,4,0,6,95,86,57.6,15.2,45.6,0,1,0
18,1,0,81,83,72,54.6,21.4,33.2,0,0,0
7,5,0,51,84,83,56,17.1,41.8,0,0,0
23,6,2,7,100,91,56.2,14.9,46.2,0,1,0
10,5,0,80,86,95,56.3,22,32,0,0,0
16,3,0,76,96,90,61.1,24.2,27.6,0,0,0
